permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251110137,2025-11-18,ADDITION,Addition Project,ADDITION at 4162 21st Ave,4162 21st Ave,Nashville,37204,Miller Construction,N/A,(615) 713-4890,87047,APPROVED,33
NSH251110138,2025-11-10,DEMOLITION,Demolition Project,DEMOLITION at 6933 Lebanon Pike,6933 Lebanon Pike,Nashville,37209,Miller Construction,Cumberland Construction Co,(615) 951-8045,43628,PENDING,3
NSH251110139,2025-11-13,ELECTRICAL,Electrical Project,ELECTRICAL at 1827 Charlotte Ave,1827 Charlotte Ave,Nashville,37201,Davis Investments,Music City Construction,(615) 474-7850,51465,PENDING,22
NSH251110140,2025-11-09,RESIDENTIAL,Residential Project,RESIDENTIAL at 9474 Franklin Pike,9474 Franklin Pike,Nashville,37212,Smith Development LLC,Volunteer State Contractors,N/A,9938,APPROVED,5
NSH251110141,2025-11-25,REMODEL,Remodel Project,REMODEL at 7600 Woodland St,7600 Woodland St,Nashville,37208,Wilson Properties,Franklin Construction,N/A,57411,ISSUED,21
NSH251110142,2025-11-12,MECHANICAL,Mechanical Project,MECHANICAL at 2838 Franklin Pike,2838 Franklin Pike,Nashville,37203,Johnson Properties,N/A,(615) 879-9019,27633,PENDING,5
NSH251110143,2025-11-25,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6487 Murfreesboro Pike,6487 Murfreesboro Pike,Nashville,37205,Anderson Group,Nashville Home Improvement,(615) 496-2639,745303,PENDING,3
NSH251110144,2025-11-13,ROOFING,Roofing Project,ROOFING at 9186 Lebanon Pike,9186 Lebanon Pike,Nashville,37215,Miller Construction,Cumberland Construction Co,(615) 760-3402,60105,PENDING,1
NSH251110145,2025-11-11,DEMOLITION,Demolition Project,DEMOLITION at 9564 Church St,9564 Church St,Nashville,37215,Thomas Enterprises,Tennessee Premier Builders,(615) 902-6968,91607,FINAL,33
NSH251110146,2025-11-20,ALTERATION,Alteration Project,ALTERATION at 5535 Church St,5535 Church St,Nashville,37212,Thomas Enterprises,Volunteer State Contractors,(615) 493-8645,90630,APPROVED,21
NSH251110147,2025-11-26,ADDITION,Addition Project,ADDITION at 9043 Hillsboro Pike,9043 Hillsboro Pike,Nashville,37205,Wilson Properties,Music City Construction,(615) 905-5261,92123,FINAL,4
NSH251110148,2025-11-26,ELECTRICAL,Electrical Project,ELECTRICAL at 1198 Murfreesboro Pike,1198 Murfreesboro Pike,Nashville,37212,Smith Development LLC,Green Hills Builders,N/A,44155,PENDING,19
NSH251110149,2025-11-17,REMODEL,Remodel Project,REMODEL at 5885 Charlotte Ave,5885 Charlotte Ave,Nashville,37208,Williams Ventures,Music City Construction,N/A,84683,APPROVED,5
NSH251110150,2025-11-21,REMODEL,Remodel Project,REMODEL at 9090 Dickerson Pike,9090 Dickerson Pike,Nashville,37206,Thomas Enterprises,Music City Construction,(615) 216-1049,208240,PENDING,34
NSH251110151,2025-11-17,RESIDENTIAL,Residential Project,RESIDENTIAL at 603 Charlotte Ave,603 Charlotte Ave,Nashville,37205,Thomas Enterprises,Nashville Home Improvement,N/A,95234,ISSUED,5
NSH251110152,2025-11-08,PLUMBING,Plumbing Project,PLUMBING at 1038 Lebanon Pike,1038 Lebanon Pike,Nashville,37209,Johnson Properties,Music City Construction,N/A,87002,ISSUED,5
NSH251110153,2025-11-19,ROOFING,Roofing Project,ROOFING at 2553 Hillsboro Pike,2553 Hillsboro Pike,Nashville,37212,Wilson Properties,Music City Construction,(615) 571-7322,61380,APPROVED,6
NSH251110154,2025-11-07,COMMERCIAL,Commercial Project,COMMERCIAL at 9217 Murfreesboro Pike,9217 Murfreesboro Pike,Nashville,37204,Wilson Properties,Tennessee Premier Builders,(615) 641-2911,1681319,APPROVED,20
NSH251110155,2025-11-07,ELECTRICAL,Electrical Project,ELECTRICAL at 218 Charlotte Ave,218 Charlotte Ave,Nashville,37212,Johnson Properties,East Nashville Construction,(615) 987-8335,57668,FINAL,5
NSH251110156,2025-11-27,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7816 Franklin Pike,7816 Franklin Pike,Nashville,37208,Smith Development LLC,Nashville Builders LLC,(615) 702-8440,1780466,ISSUED,7
NSH251110157,2025-11-18,REMODEL,Remodel Project,REMODEL at 6718 Charlotte Ave,6718 Charlotte Ave,Nashville,37201,Miller Construction,Cumberland Construction Co,(615) 905-7212,466786,APPROVED,4
NSH251110158,2025-11-18,REPAIR,Repair Project,REPAIR at 9004 Broadway,9004 Broadway,Nashville,37212,Smith Development LLC,Music City Construction,(615) 529-6398,13336,FINAL,19
NSH251110159,2025-11-18,ROOFING,Roofing Project,ROOFING at 2952 West End Ave,2952 West End Ave,Nashville,37212,Brown Holdings,Tennessee Premier Builders,(615) 647-9002,30722,FINAL,6
NSH251110160,2025-11-10,DEMOLITION,Demolition Project,DEMOLITION at 3025 Hillsboro Pike,3025 Hillsboro Pike,Nashville,37209,Brown Holdings,Volunteer State Contractors,(615) 718-1697,16609,FINAL,20
NSH251110161,2025-11-26,ALTERATION,Alteration Project,ALTERATION at 9337 21st Ave,9337 21st Ave,Nashville,37211,Martinez LLC,Green Hills Builders,N/A,26137,ISSUED,34
NSH251110162,2025-11-05,ELECTRICAL,Electrical Project,ELECTRICAL at 8669 Dickerson Pike,8669 Dickerson Pike,Nashville,37215,Thomas Enterprises,Franklin Construction,(615) 209-6614,58086,ISSUED,19
NSH251110163,2025-11-09,DEMOLITION,Demolition Project,DEMOLITION at 6217 Nolensville Pike,6217 Nolensville Pike,Nashville,37203,Davis Investments,Brentwood Builders Inc,N/A,38046,ISSUED,5
NSH251110164,2025-11-05,REMODEL,Remodel Project,REMODEL at 8534 West End Ave,8534 West End Ave,Nashville,37203,Miller Construction,N/A,N/A,354052,PENDING,7
NSH251110165,2025-11-23,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5780 21st Ave,5780 21st Ave,Nashville,37205,Brown Holdings,N/A,N/A,712943,FINAL,34
NSH251010166,2025-10-29,RESIDENTIAL,Residential Project,RESIDENTIAL at 5896 21st Ave,5896 21st Ave,Nashville,37209,Miller Construction,Tennessee Premier Builders,(615) 971-3545,29813,ISSUED,33
NSH251110167,2025-11-01,ELECTRICAL,Electrical Project,ELECTRICAL at 4297 Charlotte Ave,4297 Charlotte Ave,Nashville,37206,Miller Construction,Cumberland Construction Co,(615) 794-1542,65192,PENDING,2
NSH251110168,2025-11-21,RESIDENTIAL,Residential Project,RESIDENTIAL at 7390 Charlotte Ave,7390 Charlotte Ave,Nashville,37204,Brown Holdings,Franklin Construction,N/A,63793,ISSUED,4
NSH251110169,2025-11-05,COMMERCIAL,Commercial Project,COMMERCIAL at 4475 Dickerson Pike,4475 Dickerson Pike,Nashville,37208,Brown Holdings,N/A,N/A,456053,APPROVED,5
NSH251110170,2025-11-24,REPAIR,Repair Project,REPAIR at 8956 Broadway,8956 Broadway,Nashville,37201,Thomas Enterprises,Cumberland Construction Co,N/A,72038,ISSUED,1
NSH251110171,2025-11-17,RESIDENTIAL,Residential Project,RESIDENTIAL at 5910 Dickerson Pike,5910 Dickerson Pike,Nashville,37203,Thomas Enterprises,Cumberland Construction Co,N/A,82073,ISSUED,3
NSH251110172,2025-11-16,REPAIR,Repair Project,REPAIR at 2380 West End Ave,2380 West End Ave,Nashville,37211,Thomas Enterprises,Music City Construction,N/A,14238,ISSUED,6
NSH251110173,2025-11-15,ELECTRICAL,Electrical Project,ELECTRICAL at 4952 West End Ave,4952 West End Ave,Nashville,37203,Martinez LLC,East Nashville Construction,(615) 388-6065,40372,APPROVED,3
NSH251110174,2025-11-15,RESIDENTIAL,Residential Project,RESIDENTIAL at 9985 Charlotte Ave,9985 Charlotte Ave,Nashville,37209,Williams Ventures,Music City Construction,(615) 376-5719,68837,PENDING,33
NSH251010175,2025-10-31,ROOFING,Roofing Project,ROOFING at 5207 Nolensville Pike,5207 Nolensville Pike,Nashville,37203,Johnson Properties,East Nashville Construction,(615) 909-9022,7422,APPROVED,22
NSH251110176,2025-11-01,REMODEL,Remodel Project,REMODEL at 6990 Lebanon Pike,6990 Lebanon Pike,Nashville,37203,Martinez LLC,N/A,N/A,67215,ISSUED,20
NSH251010177,2025-10-31,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7063 Lebanon Pike,7063 Lebanon Pike,Nashville,37201,Wilson Properties,Green Hills Builders,N/A,341166,APPROVED,4
NSH251110178,2025-11-15,COMMERCIAL,Commercial Project,COMMERCIAL at 8903 West End Ave,8903 West End Ave,Nashville,37215,Thomas Enterprises,East Nashville Construction,(615) 278-8136,1708808,PENDING,2
NSH251110179,2025-11-15,MECHANICAL,Mechanical Project,MECHANICAL at 766 21st Ave,766 21st Ave,Nashville,37206,Brown Holdings,Franklin Construction,(615) 958-2401,37185,APPROVED,4
NSH251110180,2025-11-21,RESIDENTIAL,Residential Project,RESIDENTIAL at 9381 Lebanon Pike,9381 Lebanon Pike,Nashville,37201,Williams Ventures,Green Hills Builders,(615) 855-2830,60146,ISSUED,33
NSH251110181,2025-11-15,COMMERCIAL,Commercial Project,COMMERCIAL at 7548 Broadway,7548 Broadway,Nashville,37208,Thomas Enterprises,Cumberland Construction Co,N/A,889756,PENDING,21
NSH251110182,2025-11-22,DEMOLITION,Demolition Project,DEMOLITION at 6389 Lebanon Pike,6389 Lebanon Pike,Nashville,37204,Thomas Enterprises,Green Hills Builders,(615) 884-3567,93683,PENDING,22
NSH251110183,2025-11-26,ELECTRICAL,Electrical Project,ELECTRICAL at 3241 Church St,3241 Church St,Nashville,37205,Davis Investments,Music City Construction,N/A,33163,APPROVED,1
NSH251110184,2025-11-13,RESIDENTIAL,Residential Project,RESIDENTIAL at 3800 West End Ave,3800 West End Ave,Nashville,37203,Smith Development LLC,N/A,(615) 493-9924,19990,ISSUED,22
NSH251110185,2025-11-23,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 3731 West End Ave,3731 West End Ave,Nashville,37203,Williams Ventures,Cumberland Construction Co,(615) 960-9741,765924,FINAL,3
NSH251110186,2025-11-20,REPAIR,Repair Project,REPAIR at 4681 West End Ave,4681 West End Ave,Nashville,37211,Thomas Enterprises,Cumberland Construction Co,(615) 368-7946,76478,PENDING,3
NSH251110187,2025-11-11,PLUMBING,Plumbing Project,PLUMBING at 5321 Dickerson Pike,5321 Dickerson Pike,Nashville,37201,Smith Development LLC,East Nashville Construction,(615) 244-9149,90811,APPROVED,1
NSH251110188,2025-11-27,PLUMBING,Plumbing Project,PLUMBING at 8412 21st Ave,8412 21st Ave,Nashville,37206,Williams Ventures,Green Hills Builders,N/A,22121,PENDING,1
NSH251110189,2025-11-14,ELECTRICAL,Electrical Project,ELECTRICAL at 5845 Church St,5845 Church St,Nashville,37204,Anderson Group,Nashville Builders LLC,(615) 626-9206,13500,PENDING,35
NSH251010190,2025-10-30,ALTERATION,Alteration Project,ALTERATION at 5976 Charlotte Ave,5976 Charlotte Ave,Nashville,37209,Martinez LLC,Cumberland Construction Co,N/A,89635,FINAL,2
NSH251110191,2025-11-27,ELECTRICAL,Electrical Project,ELECTRICAL at 6438 Hillsboro Pike,6438 Hillsboro Pike,Nashville,37201,Brown Holdings,Tennessee Premier Builders,(615) 784-6364,86662,FINAL,6
NSH251110192,2025-11-12,ALTERATION,Alteration Project,ALTERATION at 1799 Broadway,1799 Broadway,Nashville,37203,Thomas Enterprises,East Nashville Construction,N/A,64753,FINAL,19
NSH251110193,2025-11-12,COMMERCIAL,Commercial Project,COMMERCIAL at 7925 Franklin Pike,7925 Franklin Pike,Nashville,37209,Williams Ventures,Volunteer State Contractors,(615) 946-2544,577837,PENDING,20
NSH251110194,2025-11-15,REMODEL,Remodel Project,REMODEL at 9769 Murfreesboro Pike,9769 Murfreesboro Pike,Nashville,37203,Thomas Enterprises,Volunteer State Contractors,(615) 248-2348,497787,PENDING,3
NSH251010195,2025-10-30,DEMOLITION,Demolition Project,DEMOLITION at 2018 Charlotte Ave,2018 Charlotte Ave,Nashville,37205,Wilson Properties,N/A,(615) 664-9942,56737,APPROVED,1
NSH251110196,2025-11-26,ALTERATION,Alteration Project,ALTERATION at 7724 Nolensville Pike,7724 Nolensville Pike,Nashville,37209,Brown Holdings,Cumberland Construction Co,(615) 885-8242,9713,PENDING,19
NSH251110197,2025-11-28,COMMERCIAL,Commercial Project,COMMERCIAL at 513 Hillsboro Pike,513 Hillsboro Pike,Nashville,37201,Anderson Group,Volunteer State Contractors,N/A,1222377,PENDING,20
NSH251110198,2025-11-11,ALTERATION,Alteration Project,ALTERATION at 6600 Woodland St,6600 Woodland St,Nashville,37212,Smith Development LLC,Green Hills Builders,(615) 800-7368,46150,ISSUED,7
NSH251110199,2025-11-10,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6269 Murfreesboro Pike,6269 Murfreesboro Pike,Nashville,37203,Miller Construction,East Nashville Construction,(615) 350-6764,1582667,APPROVED,7
NSH251110200,2025-11-08,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9560 Franklin Pike,9560 Franklin Pike,Nashville,37203,Thomas Enterprises,Music City Construction,N/A,615291,ISSUED,19
NSH251110201,2025-11-17,DEMOLITION,Demolition Project,DEMOLITION at 5368 Nolensville Pike,5368 Nolensville Pike,Nashville,37203,Thomas Enterprises,Green Hills Builders,N/A,59435,ISSUED,21
NSH251110202,2025-11-26,ADDITION,Addition Project,ADDITION at 4179 Hillsboro Pike,4179 Hillsboro Pike,Nashville,37201,Thomas Enterprises,Volunteer State Contractors,N/A,346985,ISSUED,33
NSH251110203,2025-11-04,REPAIR,Repair Project,REPAIR at 1043 Lebanon Pike,1043 Lebanon Pike,Nashville,37201,Smith Development LLC,N/A,(615) 813-3738,23246,PENDING,20
NSH251110204,2025-11-18,RESIDENTIAL,Residential Project,RESIDENTIAL at 3679 Woodland St,3679 Woodland St,Nashville,37215,Martinez LLC,N/A,(615) 437-5733,87587,FINAL,2
NSH251110205,2025-11-13,ADDITION,Addition Project,ADDITION at 5568 Hillsboro Pike,5568 Hillsboro Pike,Nashville,37203,Martinez LLC,Nashville Builders LLC,(615) 739-1671,384669,FINAL,20
NSH251110206,2025-11-28,DEMOLITION,Demolition Project,DEMOLITION at 6812 Murfreesboro Pike,6812 Murfreesboro Pike,Nashville,37204,Martinez LLC,Nashville Builders LLC,(615) 671-7404,90909,FINAL,35
NSH251110207,2025-11-26,RESIDENTIAL,Residential Project,RESIDENTIAL at 8265 Charlotte Ave,8265 Charlotte Ave,Nashville,37205,Wilson Properties,Nashville Builders LLC,N/A,79859,APPROVED,4
NSH251110208,2025-11-10,MECHANICAL,Mechanical Project,MECHANICAL at 4251 Hillsboro Pike,4251 Hillsboro Pike,Nashville,37205,Smith Development LLC,Music City Construction,(615) 485-7988,81372,FINAL,20
NSH251110209,2025-11-18,REPAIR,Repair Project,REPAIR at 3951 Murfreesboro Pike,3951 Murfreesboro Pike,Nashville,37204,Davis Investments,Cumberland Construction Co,(615) 900-3784,78290,FINAL,4
NSH251110210,2025-11-19,COMMERCIAL,Commercial Project,COMMERCIAL at 6828 Broadway,6828 Broadway,Nashville,37204,Wilson Properties,Volunteer State Contractors,(615) 323-4418,1907958,PENDING,7
NSH251110211,2025-11-13,MECHANICAL,Mechanical Project,MECHANICAL at 707 Church St,707 Church St,Nashville,37206,Miller Construction,Volunteer State Contractors,N/A,61958,FINAL,34
NSH251110212,2025-11-09,PLUMBING,Plumbing Project,PLUMBING at 3560 Nolensville Pike,3560 Nolensville Pike,Nashville,37209,Miller Construction,Tennessee Premier Builders,N/A,24236,APPROVED,6
NSH251110213,2025-11-23,MECHANICAL,Mechanical Project,MECHANICAL at 2695 Hillsboro Pike,2695 Hillsboro Pike,Nashville,37212,Smith Development LLC,Brentwood Builders Inc,(615) 598-3880,68957,APPROVED,1
NSH251110214,2025-11-24,ROOFING,Roofing Project,ROOFING at 1366 Lebanon Pike,1366 Lebanon Pike,Nashville,37208,Johnson Properties,Volunteer State Contractors,(615) 992-8257,31901,FINAL,19
NSH251110215,2025-11-23,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6759 Woodland St,6759 Woodland St,Nashville,37211,Martinez LLC,Volunteer State Contractors,(615) 750-7896,390420,FINAL,19
NSH251110216,2025-11-12,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 1960 Charlotte Ave,1960 Charlotte Ave,Nashville,37204,Martinez LLC,Music City Construction,N/A,1612383,ISSUED,3
NSH251010217,2025-10-31,MECHANICAL,Mechanical Project,MECHANICAL at 1944 Nolensville Pike,1944 Nolensville Pike,Nashville,37211,Wilson Properties,Nashville Home Improvement,(615) 884-7748,55641,APPROVED,4
NSH251110218,2025-11-15,ADDITION,Addition Project,ADDITION at 5244 West End Ave,5244 West End Ave,Nashville,37206,Anderson Group,Brentwood Builders Inc,N/A,79419,ISSUED,1
NSH251010219,2025-10-30,COMMERCIAL,Commercial Project,COMMERCIAL at 5843 Woodland St,5843 Woodland St,Nashville,37206,Anderson Group,Nashville Home Improvement,(615) 381-3822,423326,APPROVED,34
NSH251110220,2025-11-04,ELECTRICAL,Electrical Project,ELECTRICAL at 8716 Broadway,8716 Broadway,Nashville,37211,Thomas Enterprises,Tennessee Premier Builders,(615) 999-7683,49782,FINAL,20
NSH251110221,2025-11-06,ALTERATION,Alteration Project,ALTERATION at 597 Hillsboro Pike,597 Hillsboro Pike,Nashville,37201,Brown Holdings,Green Hills Builders,N/A,8493,ISSUED,4
NSH251110222,2025-11-04,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2777 Dickerson Pike,2777 Dickerson Pike,Nashville,37205,Martinez LLC,Cumberland Construction Co,N/A,769581,FINAL,4
NSH251110223,2025-11-15,PLUMBING,Plumbing Project,PLUMBING at 375 21st Ave,375 21st Ave,Nashville,37211,Anderson Group,N/A,(615) 888-8347,39007,APPROVED,34
NSH251110224,2025-11-21,RESIDENTIAL,Residential Project,RESIDENTIAL at 828 Church St,828 Church St,Nashville,37203,Smith Development LLC,Tennessee Premier Builders,(615) 280-2534,22204,PENDING,3
NSH251110225,2025-11-18,REMODEL,Remodel Project,REMODEL at 2287 Hillsboro Pike,2287 Hillsboro Pike,Nashville,37209,Smith Development LLC,Tennessee Premier Builders,(615) 610-6208,75606,ISSUED,4
NSH251110226,2025-11-02,MECHANICAL,Mechanical Project,MECHANICAL at 4912 21st Ave,4912 21st Ave,Nashville,37204,Johnson Properties,Franklin Construction,(615) 510-9286,79537,APPROVED,4
NSH251110227,2025-11-19,REPAIR,Repair Project,REPAIR at 1370 Murfreesboro Pike,1370 Murfreesboro Pike,Nashville,37211,Anderson Group,Volunteer State Contractors,N/A,83251,PENDING,21
NSH251110228,2025-11-18,DEMOLITION,Demolition Project,DEMOLITION at 4952 Hillsboro Pike,4952 Hillsboro Pike,Nashville,37206,Wilson Properties,Franklin Construction,N/A,13456,FINAL,33
NSH251110229,2025-11-25,MECHANICAL,Mechanical Project,MECHANICAL at 8330 Church St,8330 Church St,Nashville,37211,Martinez LLC,Green Hills Builders,N/A,90911,FINAL,35
NSH251110230,2025-11-26,DEMOLITION,Demolition Project,DEMOLITION at 1547 Nolensville Pike,1547 Nolensville Pike,Nashville,37201,Williams Ventures,Cumberland Construction Co,(615) 485-8112,68937,PENDING,4
NSH251110231,2025-11-28,PLUMBING,Plumbing Project,PLUMBING at 4626 Lebanon Pike,4626 Lebanon Pike,Nashville,37212,Davis Investments,N/A,N/A,43312,FINAL,1
NSH251110232,2025-11-15,ROOFING,Roofing Project,ROOFING at 4660 Charlotte Ave,4660 Charlotte Ave,Nashville,37205,Thomas Enterprises,Music City Construction,(615) 964-2166,6047,PENDING,34
NSH251110233,2025-11-01,MECHANICAL,Mechanical Project,MECHANICAL at 5246 Woodland St,5246 Woodland St,Nashville,37211,Thomas Enterprises,N/A,(615) 480-3275,41025,ISSUED,1
NSH251110234,2025-11-06,COMMERCIAL,Commercial Project,COMMERCIAL at 4892 Hillsboro Pike,4892 Hillsboro Pike,Nashville,37204,Anderson Group,N/A,(615) 866-7411,1643753,PENDING,3
NSH251110235,2025-11-13,ROOFING,Roofing Project,ROOFING at 4384 Church St,4384 Church St,Nashville,37201,Brown Holdings,N/A,(615) 894-4616,91559,ISSUED,20
NSH251110236,2025-11-19,ADDITION,Addition Project,ADDITION at 8008 Dickerson Pike,8008 Dickerson Pike,Nashville,37206,Smith Development LLC,Tennessee Premier Builders,(615) 782-6305,116587,ISSUED,5
NSH251110237,2025-11-24,PLUMBING,Plumbing Project,PLUMBING at 3241 Murfreesboro Pike,3241 Murfreesboro Pike,Nashville,37211,Miller Construction,Cumberland Construction Co,N/A,55603,APPROVED,33
NSH251110238,2025-11-20,COMMERCIAL,Commercial Project,COMMERCIAL at 7024 Lebanon Pike,7024 Lebanon Pike,Nashville,37215,Brown Holdings,N/A,(615) 232-1849,1413590,FINAL,19
NSH251110239,2025-11-10,ADDITION,Addition Project,ADDITION at 3799 Nolensville Pike,3799 Nolensville Pike,Nashville,37203,Martinez LLC,Tennessee Premier Builders,(615) 681-2961,116922,ISSUED,6
NSH251010240,2025-10-31,PLUMBING,Plumbing Project,PLUMBING at 3143 Dickerson Pike,3143 Dickerson Pike,Nashville,37204,Williams Ventures,Music City Construction,N/A,67113,APPROVED,19
