permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
2025-148729 BP,2025-11-26,N/A,Total demo of Detached carport 240 sq ft circa 1954,Total demo of Detached carport 240 sq ft circa 1954,7006 GUADALUPE ST,Austin,N/A,N/A,N/A,4699392807,240.0,N/A,4
2025-149047 EP,2025-11-26,N/A,Install new 5.20 kwdc rooftop solar system servicing new residential only. Bluebonnet,Install new 5.20 kwdc rooftop solar system servicing new residential only. Bluebonnet,9421 GLADSOME PATH,Austin,N/A,N/A,N/A,5122984086,0,N/A,1
2025-151562 PP,2025-11-26,N/A,PRV Install at Riser Room - Building 22,PRV Install at Riser Room - Building 22,9807 N FM 620 RD BLDG 22,Austin,N/A,N/A,N/A,2147646965,0,N/A,10
2025-151563 BP,2025-11-26,N/A,New inground swimming pool w/ concrete decking and reqd enclosure device for existing 2-story single family residence.,New inground swimming pool w/ concrete decking and reqd enclosure device for existing 2-story single family residence.,15621 PRESTANCIA DR,Austin,N/A,N/A,N/A,8303608543,0,N/A,6
2025-151565 PP,2025-11-26,N/A,PRV Install at Riser Room - Building 23,PRV Install at Riser Room - Building 23,9807 N FM 620 RD BLDG 23,Austin,N/A,N/A,N/A,2147646965,0,N/A,10
2025-151548 PP,2025-11-26,N/A,PRV Install at Riser Room - Building 17,PRV Install at Riser Room - Building 17,9807 N FM 620 RD BLDG 17,Austin,N/A,N/A,N/A,2147646965,0,N/A,10
2025-147427 EP,2025-11-26,N/A,Installation of PW3 ESS 13.5k Wh with integrated 11.5kW inverter and Tesla Backup switch on utility meter,Installation of PW3 ESS 13.5k Wh with integrated 11.5kW inverter and Tesla Backup switch on utility meter,4214 KACHINA DR,Austin,N/A,N/A,N/A,5122984086,0,N/A,8
2025-149597 EP,2025-11-26,N/A,tpole install,tpole install,1507 FALCON LEDGE DR,Austin,N/A,N/A,N/A,5129687640,0,N/A,N/A
2025-061445 EP,2025-11-26,N/A,Interior Remodel Finish Out Dental Office,Interior Remodel Finish Out Dental Office,2201 AIRPORT BLVD UNIT 130,Austin,N/A,N/A,N/A,5125086381,0,N/A,1
2025-152040 BP,2025-11-26,N/A,EXPRESS: Handicap Ramp,EXPRESS: Handicap Ramp,5705 AVENUE D,Austin,N/A,N/A,N/A,512,0,N/A,4
2025-061445 PP,2025-11-26,N/A,Interior Remodel Finish Out Dental Office,Interior Remodel Finish Out Dental Office,2201 AIRPORT BLVD UNIT 130,Austin,N/A,N/A,N/A,5126307548,0,N/A,1
2025-151537 PP,2025-11-26,N/A,PRV Install at Riser Room - Building 14,PRV Install at Riser Room - Building 14,9807 N FM 620 RD BLDG 14,Austin,N/A,N/A,N/A,2147646965,0,N/A,10
2025-146633 PP,2025-11-26,N/A,Interior non structural remodel f existing office space B;DG 5 STE 300,Interior non structural remodel f existing office space B;DG 5 STE 300,901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 300,Austin,N/A,N/A,N/A,5129700626,0,N/A,8
2025-151566 PP,2025-11-26,N/A,PRV Install at Riser Room - Building 24,PRV Install at Riser Room - Building 24,9807 N FM 620 RD BLDG 24,Austin,N/A,N/A,N/A,2147646965,0,N/A,10
2025-151497 PP,2025-11-26,N/A,Replacement of an existing water heater WATER HEATER INSTALL,Replacement of an existing water heater WATER HEATER INSTALL,5321 INDUSTRIAL OAKS BLVD UNIT 108,Austin,N/A,N/A,N/A,5126754420,0,N/A,8
2025-047763 PP,2025-11-26,N/A,Addition/remodel. Addition of an attached garage bedroom half bathroom and covered rear deck to existing 1-story single family residence. Comprehensive interior remodel. Reconfigure interior layout resulting in a 3 bedroom 2.5 bathroom single family residence.,Addition/remodel. Addition of an attached garage bedroom half bathroom and covered rear deck to existing 1-story single family residence. Comprehensive interior remodel. Reconfigure interior layout resulting in a 3 bedroom 2.5 bathroom single family residence.,406 OERTLI LN,Austin,N/A,N/A,N/A,5122846859,1149.0,N/A,4
2025-151041 BP,2025-11-26,N/A,New construction in-ground pool and spa.,New construction in-ground pool and spa.,1800 STONE RIDGE CIR,Austin,N/A,N/A,N/A,5124020011,0,N/A,8
2025-150373 PP,2025-11-26,N/A,Sewer yard line repair roughly 45ft,Sewer yard line repair roughly 45ft,2603 PIPING ROCK TRL,Austin,N/A,N/A,N/A,5129299393,0,N/A,5
2025-151231 BP,2025-11-26,N/A,New construction of SFR Condo with 5 or 6 bed option 5.5 baths covered patio covered porch and covered front deck balcony 3 car attached tandem garage,New construction of SFR Condo with 5 or 6 bed option 5.5 baths covered patio covered porch and covered front deck balcony 3 car attached tandem garage,10201 CRESSIDA BND,Austin,N/A,N/A,N/A,5126864986,0,N/A,10
2025-150224 EP,2025-11-26,N/A,Install new 8.28 kW DC rooftop solar system to existing residential,Install new 8.28 kW DC rooftop solar system to existing residential,1801 ALAMEDA DR UNIT 2,Austin,N/A,N/A,N/A,5124765555,0,N/A,9
2025-151535 PP,2025-11-26,N/A,PRV Install at Riser Room - Building 13,PRV Install at Riser Room - Building 13,9807 N FM 620 RD BLDG 13,Austin,N/A,N/A,N/A,2147646965,0,N/A,10
2025-131255 DS,2025-11-26,N/A,Construct new driveway approach of 20 FT.  No sidewalk inspection per plan review.,Construct new driveway approach of 20 FT.  No sidewalk inspection per plan review.,3005 WADE AVE,Austin,N/A,N/A,N/A,9258904851,0,N/A,10
2025-151033 BP,2025-11-26,N/A,Bldg 1: New construction 3-unit use duplex residential: Unit A  3-story 4 bedroom 3.5 bath with attached 1-car carport covered front porch covered rear patio 3rd floor balcony and uncovered roof top deck.,Bldg 1: New construction 3-unit use duplex residential: Unit A  3-story 4 bedroom 3.5 bath with attached 1-car carport covered front porch covered rear patio 3rd floor balcony and uncovered roof top deck.,1813 E 38TH HALF ST BLDG 1 UNIT 1A,Austin,N/A,N/A,N/A,6047547802,0,N/A,9
2025-149707 PP,2025-11-26,N/A,Cap off water & Wastewater,Cap off water & Wastewater,7006 GUADALUPE ST,Austin,N/A,N/A,N/A,5129403754,0,N/A,4
2025-150392 PP,2025-11-26,N/A,Replacement of an existing water heater 40gal gas tank located in the garage,Replacement of an existing water heater 40gal gas tank located in the garage,11411 CATALONIA DR,Austin,N/A,N/A,N/A,5129299393,0,N/A,7
2025-137006 EP,2025-11-26,N/A,Upgrade service entrance and replace federal pacific breaker panel.,Upgrade service entrance and replace federal pacific breaker panel.,2603 THOMAS DR,Austin,N/A,N/A,N/A,5124614266,0,N/A,10
2025-060540 BP,2025-11-26,N/A,"New construction of 1 story SFR with 5 beds 2 baths attached garage covered porch and patio

PUD

Revision:
Plan revision to change the house plan from an X35CM to a T35CM","New construction of 1 story SFR with 5 beds 2 baths attached garage covered porch and patio

PUD

Revision:
Plan revision to change the house plan from an X35CM to a T35CM",10204 CURB STRAP DR,Austin,N/A,N/A,N/A,5125331445,0,N/A,1
2025-148290 DS,2025-11-26,N/A,"Construct new driveway approach of 52 (26+26) FT and sidewalk of 332 LF

Work approved on: SP-2023-0217C

***Inspection paid under 2024 132374 000 00 SSI","Construct new driveway approach of 52 (26+26) FT and sidewalk of 332 LF

Work approved on: SP-2023-0217C

***Inspection paid under 2024 132374 000 00 SSI",8700 SHOAL CREEK BLVD,Austin,N/A,N/A,N/A,N/A,0,N/A,7
2024-128964 MP,2025-11-26,N/A,"Finish Out of Basement Level-BOH Spaces- Employee Break Locker Rooms Offices Laundry & Liquor Storage &
Coolers/Freezer-Public Spaces-Meeting Rooms Restrooms and Engineers Shop

Basement","Finish Out of Basement Level-BOH Spaces- Employee Break Locker Rooms Offices Laundry & Liquor Storage &
Coolers/Freezer-Public Spaces-Meeting Rooms Restrooms and Engineers Shop

Basement",311 E 5TH ST,Austin,N/A,N/A,N/A,5122829691,0,N/A,9
2025-151476 BP,2025-11-26,N/A,Total Demo of SFR 2565 sqft circa 1966,Total Demo of SFR 2565 sqft circa 1966,4207 WOODWAY DR,Austin,N/A,N/A,N/A,5124534646,1.0,N/A,10
2025-149867 MP,2025-11-26,N/A,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 3 ton vertical gas system,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 3 ton vertical gas system,11509 JAMES B CONNOLLY LN,Austin,N/A,N/A,N/A,5129299393,0,N/A,5
2025-149800 PP,2025-11-25,N/A,Irrigation Installation,Irrigation Installation,8021 PONCHO PASS UNIT 3,Austin,N/A,N/A,N/A,N/A,0,N/A,8
2025-151005 BP,2025-11-25,N/A,Express- Existing Foundation repair as per scope of work attached,Express- Existing Foundation repair as per scope of work attached,2723 WINDING BROOK DR,Austin,N/A,N/A,N/A,5124445438,0,N/A,8
2025-149008 EP,2025-11-25,N/A,Installation of 11.83kW Roof mounted solar with 24x solar Panels and 13x APSYSTEMS DS3-L microinverters.,Installation of 11.83kW Roof mounted solar with 24x solar Panels and 13x APSYSTEMS DS3-L microinverters.,11500 DOMENICO CV,Austin,N/A,N/A,N/A,8326775299,0,N/A,N/A
2025-096790 PP,2025-11-25,N/A,Interior finish out.  [7 Day Review],Interior finish out.  [7 Day Review],8001 CIRCUIT OF THE AMERICAS BLVD UNIT 702,Austin,N/A,N/A,N/A,5126075050,0,N/A,2
2025-149243 PP,2025-11-25,N/A,Unit B New 2-story duplex unit 3 bed/2.5 bathroom with covered porch and covered patio,Unit B New 2-story duplex unit 3 bed/2.5 bathroom with covered porch and covered patio,1608 SYLVAN GLADE,Austin,N/A,N/A,N/A,5124178702,0,N/A,5
2025-137287 EP,2025-11-25,N/A,OH service 120/240-volt single phase 60 amp. Unmanned no building site for natural gas monitoring (Tx Gas). Electrical permit only.,OH service 120/240-volt single phase 60 amp. Unmanned no building site for natural gas monitoring (Tx Gas). Electrical permit only.,1913 1/2 WEBBERVILLE RD,Austin,N/A,N/A,N/A,5123856160,0,N/A,1
2025-149797 PP,2025-11-25,N/A,Irrigation Installation,Irrigation Installation,8021 PONCHO PASS UNIT 2,Austin,N/A,N/A,N/A,N/A,0,N/A,8
2025-150020 PP,2025-11-25,N/A,Installing a new irrigation system,Installing a new irrigation system,14317 MATTEROD DR,Austin,N/A,N/A,N/A,N/A,0,N/A,N/A
2025-071632 PP,2025-11-25,N/A,New 2-story single family dwelling unit 3 bed/2.5 bath attached garaged covered porch and patio green building,New 2-story single family dwelling unit 3 bed/2.5 bath attached garaged covered porch and patio green building,8808 MARMOSET WAY,Austin,N/A,N/A,N/A,5122465400,0,N/A,2
2025-145207 EP,2025-11-25,N/A,"Install new GE 200A Nema 3 Meter and Main Panel.
(2) 5/8 Ground Rods. #6 Bare Copper
(1) Surge Protector
(1) Intersystem Bonding Bridge
GE Breakers
(1) GFCI 2P 50 Range
(1) SP 15A 
(2) AFCI SP 20A
(1) 2P 50A
(1) 2P 30A GFCI
(1) 2P 100A

100A Sub Panel
(12) SP 20A GE Breakers

Per EC: 11/14/2025 This is a service upgrade of the current meter and panel. Not new construction.","Install new GE 200A Nema 3 Meter and Main Panel.
(2) 5/8 Ground Rods. #6 Bare Copper
(1) Surge Protector
(1) Intersystem Bonding Bridge
GE Breakers
(1) GFCI 2P 50 Range
(1) SP 15A 
(2) AFCI SP 20A
(1) 2P 50A
(1) 2P 30A GFCI
(1) 2P 100A

100A Sub Panel
(12) SP 20A GE Breakers

Per EC: 11/14/2025 This is a service upgrade of the current meter and panel. Not new construction.",4501 GRIDER PASS,Austin,N/A,N/A,N/A,5129980124,0,N/A,8
2025-150291 BP,2025-11-25,N/A,"ePlan Review: 
Tenant Finish out to create office (7 applications-unit 2220 224022602300234023602380)","ePlan Review: 
Tenant Finish out to create office (7 applications-unit 2220 224022602300234023602380)",3232 E CESAR CHAVEZ ST UNIT 2380,Austin,N/A,N/A,N/A,5126325160,0,N/A,3
2025-121226 PP,2025-11-25,N/A,New storage space for restaurant supplies divided into two interior spaces: dry storage and an incorporated walk-in cooler. New grease container enclosure.,New storage space for restaurant supplies divided into two interior spaces: dry storage and an incorporated walk-in cooler. New grease container enclosure.,4827 E CESAR CHAVEZ ST,Austin,N/A,N/A,N/A,5129909504,0,N/A,3
2025-142216 EP,2025-11-25,N/A,(Wenger Brian) -  INSTALLATION OF CIRCUIT FOR ELEC. VEHICLE CHARGING STATION - ESIP,(Wenger Brian) -  INSTALLATION OF CIRCUIT FOR ELEC. VEHICLE CHARGING STATION - ESIP,2001 FARO DR BLDG 34,Austin,N/A,N/A,N/A,N/A,0,N/A,3
2025-151209 EP,2025-11-25,N/A,Emergency service rebuild due to Austin Energy shutting power off and not being able to restore it after tree trimming. Add a disconnect,Emergency service rebuild due to Austin Energy shutting power off and not being able to restore it after tree trimming. Add a disconnect,4907 WEST FRANCES PL,Austin,N/A,N/A,N/A,5126180598,0,N/A,7
2025-150058 PP,2025-11-25,N/A,Express: Tub to shower conversion in master bath replace hvac system replace electrical service panel,Express: Tub to shower conversion in master bath replace hvac system replace electrical service panel,8113 BOGGY RIDGE DR,Austin,N/A,N/A,N/A,5125074677,0,N/A,2
2025-132349 PP,2025-11-25,N/A,New 2-story 3 bedroom 2.5 bathroom dwelling unit with attached garage covered front porch and rear covered patio.,New 2-story 3 bedroom 2.5 bathroom dwelling unit with attached garage covered front porch and rear covered patio.,210 W MOCKINGBIRD LN BLDG 2,Austin,N/A,N/A,N/A,5128378034,0,N/A,3
2025-148657 MP,2025-11-25,N/A,Replacement of complete existing central heat and air system with or without duct work Upflow located in hallway off garage.,Replacement of complete existing central heat and air system with or without duct work Upflow located in hallway off garage.,5817 SPEYSIDE DR,Austin,N/A,N/A,N/A,7372362421,0,N/A,1
2025-145820 EP,2025-11-25,N/A,We plan to install 5.280 KW DC ROOF MOUNT SOLAR PV SYSTEM WITH 12 - SEG SOLAR: SEG-440-BTD-BG 440W PV MODULES WITH 12 - ENPHASE IQ8A-72-2-US 349W MICRO INVERTERS EQUIPPED WITH RAPID SHUTDOWN,We plan to install 5.280 KW DC ROOF MOUNT SOLAR PV SYSTEM WITH 12 - SEG SOLAR: SEG-440-BTD-BG 440W PV MODULES WITH 12 - ENPHASE IQ8A-72-2-US 349W MICRO INVERTERS EQUIPPED WITH RAPID SHUTDOWN,603 E 46TH ST UNIT A,Austin,N/A,N/A,N/A,5128039652,0,N/A,9
2025-146892 EP,2025-11-25,N/A,*Green Building* New 2-story 4 bedroom 4.5 bathroom single family residence with attached garage covered front porch and rear covered patio.,*Green Building* New 2-story 4 bedroom 4.5 bathroom single family residence with attached garage covered front porch and rear covered patio.,9624 BREEZE HILL DR,Austin,N/A,N/A,N/A,5122520040,0,N/A,2
2025-142175 PP,2025-11-25,N/A,20 tunnel reroute front unit plumbing to new city tap in front yard and 35 trench reroute bath to yard sewer,20 tunnel reroute front unit plumbing to new city tap in front yard and 35 trench reroute bath to yard sewer,2707 W 49TH ST,Austin,N/A,N/A,N/A,5122195325,0,N/A,7
2025-131270 PP,2025-11-25,N/A,Adding two (2) cafeteria restrooms at Tesla in the Stamping 2 Building.,Adding two (2) cafeteria restrooms at Tesla in the Stamping 2 Building.,12733 TESLA RD,Austin,N/A,N/A,N/A,5124863674,0,N/A,N/A
2025-150051 BP,2025-11-25,N/A,Express: Replace 3 windows and 1 double window,Express: Replace 3 windows and 1 double window,1600 SPRINGDALE RD,Austin,N/A,N/A,N/A,7372677601,0,N/A,1
2025-149287 EP,2025-11-25,N/A,Temporary Power for construction,Temporary Power for construction,1909 WESTRIDGE DR,Austin,N/A,N/A,N/A,5125778941512,0,N/A,5
2025-147408 EP,2025-11-25,N/A,"Install new 100-amp service for a Spectrum CATV cabinet
Spectrum cabinet box in right-of-way per EC 11/18/2025","Install new 100-amp service for a Spectrum CATV cabinet
Spectrum cabinet box in right-of-way per EC 11/18/2025",11812 1/2 CAMERON RD,Austin,N/A,N/A,N/A,5129934747512,0,N/A,1
2025-147914 PP,2025-11-25,N/A,Pressure Reducing Valve install,Pressure Reducing Valve install,3017 STOCK DR,Austin,N/A,N/A,N/A,5129299393,0,N/A,3
2025-148225 PP,2025-11-25,N/A,Renovation of existing school building for the purpose of a daycare facility. Scope of work includes Architectural facade; Interior modifications additional (900 SF) new classroom building; Full HVAC refurbishment.   [Bldg. A],Renovation of existing school building for the purpose of a daycare facility. Scope of work includes Architectural facade; Interior modifications additional (900 SF) new classroom building; Full HVAC refurbishment.   [Bldg. A],3613 BLUESTEIN DR,Austin,N/A,N/A,N/A,5125633548,0,N/A,1
2025-151529 BP,2025-11-25,N/A,1360BL NEW 1 STORY 3 BEDROOM 2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO,1360BL NEW 1 STORY 3 BEDROOM 2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO,12110 CANTABRIA RD,Austin,N/A,N/A,N/A,5126518100,0,N/A,5
2025-148196 PP,2025-11-25,N/A,Express: Tub-shower conversion,Express: Tub-shower conversion,5303 DOWNS DR,Austin,N/A,N/A,N/A,5127487537,0,N/A,1
2025-149804 PP,2025-11-25,N/A,Irrigation Installation,Irrigation Installation,8021 PONCHO PASS UNIT 6,Austin,N/A,N/A,N/A,N/A,0,N/A,8
